gutenberg_id	title	author	sentence
1342	Pride and Prejudice	Jane Austen	From the drawing-room they could distinguish nothing in the lane, and were indebted to Mr
345	Dracula	Bram Stoker	Thus, in fine, if he escape not on shore to-night, or before dawn, there will be the whole day lost to him
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Twice burglars in my pay ransacked her house
345	Dracula	Bram Stoker	For an instant or two we paused at the door to listen, but there was no sound that we could hear
345	Dracula	Bram Stoker	Let me hear how she died; for all that I know of her, I shall be very grateful
1342	Pride and Prejudice	Jane Austen	You ought all to have learned
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	One of the farms which he held, that of Hatherley, was let to Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I shall call with the King to-morrow, and with you, if you care to come with us
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	There was never any mystery in the matter, though, as I said yesterday, some of the details are of interest
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Outside the wind still screamed and the rain splashed and pattered against the windows
345	Dracula	Bram Stoker	He made me sit next to him on his right, and asked me to act as secretary; Jonathan sat next to me
345	Dracula	Bram Stoker	The qualitative analysis gives a quite normal condition, and shows, I should infer, in itself a vigorous state of health
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Bring him into the sitting-room
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	In ten days I had the money and had paid the debt
345	Dracula	Bram Stoker	To-day, then, is ours; and in it rests our hope
1342	Pride and Prejudice	Jane Austen	No one who has ever seen you together can doubt his affection; Miss Bingley, I am sure, cannot: she is not such a simpleton
1342	Pride and Prejudice	Jane Austen	I must conclude, for I cannot be long from my poor mother
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	My father had a small factory at Coventry, which he enlarged at the time of the invention of bicycling
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Jones, of Scotland Yard
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	His brows were drawn into two hard black lines, while his eyes shone out from beneath them with a steely glitter
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	But then, when I found how I had betrayed myself, I began to think
345	Dracula	Bram Stoker	I am glad to say that, though I was crying, I was able to look into Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	His dress was rich with a richness which would, in England, be looked upon as akin to bad taste
345	Dracula	Bram Stoker	The man is an undeveloped homicidal maniac
1342	Pride and Prejudice	Jane Austen	But before she had been three minutes in her own room, her mother followed her
345	Dracula	Bram Stoker	I feel there is something ominous in his calm, and shall not forget this night
1342	Pride and Prejudice	Jane Austen	At that moment she cared for no other
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Besides, I knew that my assistant was a good man, and that he would see to anything that turned up
345	Dracula	Bram Stoker	A terrible desire came upon me to rid the world of such a monster
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	There are not many in London which charge at that rate
345	Dracula	Bram Stoker	These Szgany are gipsies; I have notes of them in my book
345	Dracula	Bram Stoker	I wish I could put down all he said exactly as he said it, for to me it was most fascinating
345	Dracula	Bram Stoker	Ever since then I have taken care not to take off my hat or veil, and so have escaped their suspicions
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	My life is spent in one long effort to escape from the commonplaces of existence
1342	Pride and Prejudice	Jane Austen	I fancy she was wanted about the mince-pies
1342	Pride and Prejudice	Jane Austen	She seldom listened to anybody for more than half a minute, and never attended to Mary at all
345	Dracula	Bram Stoker	This time he had broken out through the window of his room, and was running down the avenue
1342	Pride and Prejudice	Jane Austen	He could not help seeing that you were about five times as pretty as every other woman in the room
1342	Pride and Prejudice	Jane Austen	He drew a chair near her
345	Dracula	Bram Stoker	That he is not here already shows that he went to Mile End next
345	Dracula	Bram Stoker	Van Helsing, I have nothing to say
345	Dracula	Bram Stoker	The castle is on the very edge of a terrible precipice
1342	Pride and Prejudice	Jane Austen	Bingley thought her quite beautiful, and danced with her twice
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I assure you that your little problem promises to be the most interesting which has come my way for some months
345	Dracula	Bram Stoker	Mother did not seem to take to my proposal
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	If you have not, you are not fitted for the rearing of a child who may some day play a considerable part in the history of the country
1342	Pride and Prejudice	Jane Austen	I shall entreat his pardon for not having done it earlier
1342	Pride and Prejudice	Jane Austen	My dear aunt, how could you think of it
1342	Pride and Prejudice	Jane Austen	Wickham; and nothing less than a dance on Tuesday could have made such a Friday, Saturday, Sunday, and Monday endurable to Kitty and Lydia
345	Dracula	Bram Stoker	At length she grew more calm and turning to him said, sweetly, but oh
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I wish she had been of my own station
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It had ceased ere I was wide awake, but it had left an impression behind it as though a window had gently closed somewhere
1342	Pride and Prejudice	Jane Austen	Colonel Fitzwilliam was no longer an object
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I thought at the time that this might be the maid and her sweetheart, of whom you had already spoken to me, and inquiry showed it was so
1342	Pride and Prejudice	Jane Austen	And what do you think she said besides
1342	Pride and Prejudice	Jane Austen	Forster, the wife of the colonel of the regiment, to accompany her to Brighton
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	She listened for an instant, threw up her hands with a despairing gesture, and vanished as suddenly and as noiselessly as she had come
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It exists because of the efforts of hundreds of volunteers and donations from people in all walks of life
1342	Pride and Prejudice	Jane Austen	He bore it, however, with admirable calmness
345	Dracula	Bram Stoker	We had dinner and went to bed early
1342	Pride and Prejudice	Jane Austen	_Their_ situation was awkward enough; but _hers_ she thought was still worse
345	Dracula	Bram Stoker	I know now what men feel in battle when the call to action is heard
345	Dracula	Bram Stoker	Be wise also, my friends
345	Dracula	Bram Stoker	She has not been so calm, within my seeing, since the sunset
345	Dracula	Bram Stoker	They wore high boots, with their trousers tucked into them, and had long black hair and heavy black moustaches
1342	Pride and Prejudice	Jane Austen	Miss Lucas perceived him from an upper window as he walked towards the house, and instantly set out to meet him accidentally in the lane
1342	Pride and Prejudice	Jane Austen	In her kind schemes for Elizabeth, she sometimes planned her marrying Colonel Fitzwilliam
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Angel began to call, for it was obvious that the matter should be pushed as far as it would go if a real effect were to be produced
345	Dracula	Bram Stoker	Why, your explanation makes it a harder puzzle than before
1342	Pride and Prejudice	Jane Austen	Could he expect to be noticed again by the regiment, after such an affront to Colonel Forster
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	We soothed and comforted her by such words as we could find
345	Dracula	Bram Stoker	Then there was the sound of rattling chains and the clanking of massive bolts drawn back
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	After an hour or so, Mr
345	Dracula	Bram Stoker	Somewhere high overhead, probably on the tower, I heard the voice of the Count calling in his harsh, metallic whisper
345	Dracula	Bram Stoker	To her I have explained my situation, but without the horrors which I may only surmise
1342	Pride and Prejudice	Jane Austen	It gives me pain to speak ill of a Darcy; but she is too much like her brother,--very, very proud
345	Dracula	Bram Stoker	At length we saw a four-wheeler drive up
345	Dracula	Bram Stoker	Not a detail that I can recall must be forgotten; in all calmness I must proceed
345	Dracula	Bram Stoker	Not knowing what to trust, I did not know what to do; and so had only to keep on working in what had hitherto been the groove of my life
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	We should have acted before this
345	Dracula	Bram Stoker	But as to the odour itself, how shall I describe it
345	Dracula	Bram Stoker	When I have returned you will be master of all the facts, and we can then better enter on our inquisition
345	Dracula	Bram Stoker	I daresay it is the waiting which disturbs her; she will be all right when he arrives
345	Dracula	Bram Stoker	He must, indeed, have been that Voivode Dracula who won his name against the Turk, over the great river on the very frontier of Turkey-land
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The salesman nodded and shot a questioning glance at my companion
1342	Pride and Prejudice	Jane Austen	And as I come back, I can call on Lady Lucas and Mrs
345	Dracula	Bram Stoker	Presently we both began to be conscious that the heat was beginning to be of some effect
1342	Pride and Prejudice	Jane Austen	Collins, gratefully accepted, and immediately ordered
1342	Pride and Prejudice	Jane Austen	It cannot be for _me_, it cannot be for _my_ sake that his manners are thus softened
1342	Pride and Prejudice	Jane Austen	Wickham has created, a suspicion of their nature shall not prevent me from unfolding his real character
345	Dracula	Bram Stoker	If you will not help us in our effort to choose the wisest course, how can we perform the duty which you yourself put upon us
345	Dracula	Bram Stoker	The band on the pier is playing a harsh waltz in good time, and further along the quay there is a Salvation Army meeting in a back street
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It was no wonder that no one was stirring
1342	Pride and Prejudice	Jane Austen	Here are officers enough at Meryton to disappoint all the young ladies in the country
1342	Pride and Prejudice	Jane Austen	The other is Miss De Bourgh
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	She is waiting now in the sitting-room
345	Dracula	Bram Stoker	I had expected a rush of gas from the week-old corpse
345	Dracula	Bram Stoker	When he saw Renfield on the ground, he looked keenly at him a moment, and then turned to me
345	Dracula	Bram Stoker	You are nearest and dearest and all the world to me; our souls are knit into one, for all life and all time
1342	Pride and Prejudice	Jane Austen	My visit was not long, as Caroline and Mrs
345	Dracula	Bram Stoker	And oh, my friend, I am taking a great--a terrible--risk; but I believe it is right
345	Dracula	Bram Stoker	I suppose that we women are such cowards that we think a man will save us from fears, and we marry him
1342	Pride and Prejudice	Jane Austen	Wickham walked with the young ladies to the door of Mr
345	Dracula	Bram Stoker	All said they expected something of the kind, but would not say more than there was _something_ aboard
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	You must yourself have remarked how worn, wrinkled, and stained they were
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	How quiet and sweet and wholesome the garden looked in the moonlight, and it could not be more than thirty feet down
345	Dracula	Bram Stoker	Arthur looked on, very pale but silent; when the lid was removed he stepped forward
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I hardened my heart, and took the smoke-rocket from under my ulster
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I need not point out to you that your refusal to answer will prejudice your case considerably in any future proceedings which may arise
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Miss Hunter screamed and shrunk against the wall at the sight of him, but Sherlock Holmes sprang forward and confronted him
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	At the time the circumstances made a deep impression upon me, and the lapse of two years has hardly served to weaken the effect
345	Dracula	Bram Stoker	Harker, most sincerely; I fear I must have frightened you terribly
345	Dracula	Bram Stoker	Let me be prosaic so far as facts can be; it will help me to bear up, and imagination must not run riot with me
1342	Pride and Prejudice	Jane Austen	To have his errors made public might ruin him for ever
345	Dracula	Bram Stoker	But I have them here, and we shall for the present say nothing of them
345	Dracula	Bram Stoker	We are bringing a good deal of ready money, as we are to buy a carriage and horses
1342	Pride and Prejudice	Jane Austen	Allowing for the common demands of the game, Mr
1342	Pride and Prejudice	Jane Austen	They were within twenty yards of each other; and so abrupt was his appearance, that it was impossible to avoid his sight
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Should I stop the service and make a scene in the church
1342	Pride and Prejudice	Jane Austen	She could think only of her letter
1342	Pride and Prejudice	Jane Austen	In a fortnight they were to go, and once gone, she hoped there could be nothing more to plague her on his account
345	Dracula	Bram Stoker	We all kept somehow close together, with Van Helsing slightly in front as he led the way
1342	Pride and Prejudice	Jane Austen	I am sure Wickham would like a place at court very much; and I do not think we shall have quite money enough to live upon without some help
1342	Pride and Prejudice	Jane Austen	I flatter myself, at least, that you will be able to do so
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Holmes was silent and buried in thought with a pained expression upon his face, as one who finds himself in a perplexing position
345	Dracula	Bram Stoker	He slipped through it, and when I tried to cling to Him, He raised me up and flung me down
345	Dracula	Bram Stoker	I only do for your good; but there is much virtue to you in those so common flowers
345	Dracula	Bram Stoker	Take heart afresh, dear husband of Madam Mina
345	Dracula	Bram Stoker	Our interview was short
345	Dracula	Bram Stoker	No sleep for any one
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The lamps had been lit, but the blinds had not been drawn, so that I could see Holmes as he lay upon the couch
345	Dracula	Bram Stoker	There was a pause and a sharp little cry, such as a child gives in sleep, or a dog as it lies before the fire and dreams
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It must, then, be something out of the house
345	Dracula	Bram Stoker	The dilemma had me between his horns
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It is not a common experience among employers in this age
345	Dracula	Bram Stoker	Do not think that I am not sad, though I laugh
345	Dracula	Bram Stoker	The instant we had closed the door he stepped quickly along the passage to the next door, which was open
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Now, how can that be unless it were by a left-handed man
1342	Pride and Prejudice	Jane Austen	She talked on, therefore, without interruption from any of them till they were joined by Mr
1342	Pride and Prejudice	Jane Austen	Elizabeth, who had expected to find in her as acute and unembarrassed an observer as ever Mr
345	Dracula	Bram Stoker	Seward, and I called on Messrs
345	Dracula	Bram Stoker	If this new phase was spontaneous, or in any way due to her unconscious influence, she must have some rare gift or power
345	Dracula	Bram Stoker	They should have kept their energies for use closer to home
345	Dracula	Bram Stoker	We have done all that we can at present
11	Alice's Adventures in Wonderland	Lewis Carroll	down she came upon a heap of sticks and dry leaves, and the fall was over
345	Dracula	Bram Stoker	Bistritz._--Left Munich at 8:35 P
345	Dracula	Bram Stoker	I have something that I must say before I die; or before my poor crushed brain dies anyhow
345	Dracula	Bram Stoker	Her lips are curved and her face beams with happiness
1342	Pride and Prejudice	Jane Austen	Family pride, and _filial_ pride, for he is very proud of what his father was, have done this
11	Alice's Adventures in Wonderland	Lewis Carroll	THE END *** END OF THE PROJECT GUTENBERG EBOOK 11 ***
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	But Holmes shook his head gravely
1342	Pride and Prejudice	Jane Austen	Gardiner, who was several years younger than Mrs
345	Dracula	Bram Stoker	Round the rock he had drawn a circle, such as we had found shelter in last night
1342	Pride and Prejudice	Jane Austen	Give me further particulars
1342	Pride and Prejudice	Jane Austen	do anything rather than marry without affection
1342	Pride and Prejudice	Jane Austen	We accordingly went--and there I readily engaged in the office of pointing out to my friend the certain evils of such a choice
345	Dracula	Bram Stoker	TO MY DEAR FRIEND HOMMY-BEG Contents CHAPTER I
345	Dracula	Bram Stoker	As I was leaving the room it struck me that the clothes she wore might give me some clue to her dreaming intention
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It was useless, however
345	Dracula	Bram Stoker	Such will, of course, immensely simplify our labour, and the sooner the matter is attended to the better
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Getting a vacancy did not seem to be such a very easy matter, after all
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	No wind, and not a cloud in the sky
1342	Pride and Prejudice	Jane Austen	As to his real character, had information been in her power, she had never felt a wish of inquiring
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	On the very first day that I was at the Copper Beeches, Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It is nearly five now
345	Dracula	Bram Stoker	Godalming and Morris had rushed out into the yard, and Harker had lowered himself from the window to follow the Count
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I could see at a glance that she was sick with fear, and the sight sent a chill to my own heart
11	Alice's Adventures in Wonderland	Lewis Carroll	The Caterpillar was the first to speak
345	Dracula	Bram Stoker	how can I disbelieve
345	Dracula	Bram Stoker	On the water he is powerless except at night; even then he can only summon fog and storm and snow and his wolves
345	Dracula	Bram Stoker	Professor Van Helsing and I are to leave by the 11:40 train to-night for Veresti, where we are to get a carriage to drive to the Borgo Pass
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	We must come back to that
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It is true that you have missed everything of importance, but you have hit upon the method, and you have a quick eye for colour
1342	Pride and Prejudice	Jane Austen	This event had at last been despaired of, but it was then too late to be saving
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	They were a gang, and a rough one, too
345	Dracula	Bram Stoker	Arthur and Quincey drew near also, as they too were curious
345	Dracula	Bram Stoker	I told him I would see him as soon as I knew about Lucy, and went up to her room
345	Dracula	Bram Stoker	We seem to be drifting to some terrible doom
345	Dracula	Bram Stoker	In such cases men do not need much expression
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I knew my man, however, and I clapped a pistol to his head before he could strike
345	Dracula	Bram Stoker	Those ideas of his might work out dangerously with strangers
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Insensibly one begins to twist facts to suit theories, instead of theories to suit facts
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	They are not very exacting, after all
11	Alice's Adventures in Wonderland	Lewis Carroll	Here the other guinea-pig cheered, and was suppressed
345	Dracula	Bram Stoker	It was not wide open, but the catch of the lock had not caught
345	Dracula	Bram Stoker	I think that it took me an effort and a little time to realise where I was, and that it was Jonathan who was bending over me
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	This case, I presume, contains the coronet
1342	Pride and Prejudice	Jane Austen	Be so kind as to apologize for us to Miss Darcy
1342	Pride and Prejudice	Jane Austen	The whole party have left Netherfield by this time, and are on their way to town; and without any intention of coming back again
1342	Pride and Prejudice	Jane Austen	How could his will be disregarded
1342	Pride and Prejudice	Jane Austen	What sister would think herself at liberty to do it, unless there were something very objectionable
1342	Pride and Prejudice	Jane Austen	In a doleful voice Mrs
345	Dracula	Bram Stoker	Send me word how Lucy is
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Suddenly, however, as I ran, a deadly dizziness and sickness came over me
1342	Pride and Prejudice	Jane Austen	I promised them so faithfully
1342	Pride and Prejudice	Jane Austen	They saw much to interest, but nothing to justify inquiry
1342	Pride and Prejudice	Jane Austen	It has been said that no one ever was like him
345	Dracula	Bram Stoker	For answer, all four men of our party threw themselves from their horses and dashed towards the cart
1342	Pride and Prejudice	Jane Austen	What advantage can it be to you to offend Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	But you will find that all I say is really to the point
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The invalidity or unenforceability of any provision of this agreement shall not void the remaining provisions
345	Dracula	Bram Stoker	You must stay with me
1342	Pride and Prejudice	Jane Austen	Bingley, who seems good-humour itself, and is, I really believe, truly amiable, be in friendship with such a man
345	Dracula	Bram Stoker	Hawkins, who is always so kind, sent me a letter from him
345	Dracula	Bram Stoker	One of the greatest and suddenest storms on record has just been experienced here, with results both strange and unique
1342	Pride and Prejudice	Jane Austen	But the morrow passed off much better than she expected; for Mrs
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I think myself that it is a page from some private diary
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Copyright laws in most countries are in a constant state of change
1342	Pride and Prejudice	Jane Austen	Collins, however, was not discouraged from speaking again, and Mr
345	Dracula	Bram Stoker	They implored me to let them; and when I said it was Dr
345	Dracula	Bram Stoker	They be nowt but air-blebs
345	Dracula	Bram Stoker	There was of course a considerable concussion as the vessel drove up on the sand heap
345	Dracula	Bram Stoker	Aha, my pretty miss, that bring the so nice nose all straight again
345	Dracula	Bram Stoker	A key was turned with the loud grating noise of long disuse, and the great door swung back
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The will is very clear upon that point
345	Dracula	Bram Stoker	The Consul is away, and the Vice-Consul sick; so the routine work has been attended to by a clerk
345	Dracula	Bram Stoker	Solicitor--for just before leaving London I got word that my examination was successful; and I am now a full-blown solicitor
345	Dracula	Bram Stoker	Arthur and Quincey went away together to the station, and Van Helsing and I came on here
345	Dracula	Bram Stoker	The wind came now in fierce bursts, and the snow was driven with fury as it swept upon us in circling eddies
345	Dracula	Bram Stoker	Her lips were slightly parted, and her breast rose and fell with the regularity of a pendulum
1342	Pride and Prejudice	Jane Austen	Bennet and Kitty walked off, and as soon as they were gone, Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Recently he has been drinking hard, and yesterday evening he was very drunk; and when I came upstairs there was the key in the door
1342	Pride and Prejudice	Jane Austen	It adds even another motive
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I should recommend you also to send a note by the cabman to your wife to say that you have thrown in your lot with me
345	Dracula	Bram Stoker	The stake we play for is life and death, or more than these, and we must not flinch
1342	Pride and Prejudice	Jane Austen	What do I not owe you
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I have been cut to the quick
345	Dracula	Bram Stoker	But I am captain, and I must not leave my ship
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	By the way, in view of recent occurrences, perhaps I ought to ask Mrs
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	There was one about three miles off
1342	Pride and Prejudice	Jane Austen	Reynolds then directed their attention to one of Miss Darcy, drawn when she was only eight years old
1342	Pride and Prejudice	Jane Austen	Miss Darcy, though with a diffidence which marked her little in the habit of giving invitations, readily obeyed
345	Dracula	Bram Stoker	And, my good friend John, let me caution you
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The next instant I threw myself through, and lay half-fainting upon the other side
345	Dracula	Bram Stoker	When I came back to my seat, I found that Lucy had moved slightly, and had torn away the garlic flowers from her throat
1342	Pride and Prejudice	Jane Austen	But Jane was to go home with her, and at Longbourn there would be leisure enough for observation
345	Dracula	Bram Stoker	He would not give me any further clue
1342	Pride and Prejudice	Jane Austen	I never in my life saw anything more elegant than their dresses
345	Dracula	Bram Stoker	Morris telling us his stories, and Arthur never told any, and yet---- My dear, I am somewhat previous
1342	Pride and Prejudice	Jane Austen	Accept my thanks for the compliment you are paying me
345	Dracula	Bram Stoker	Van Helsing will operate
345	Dracula	Bram Stoker	The gypsies may not have known the language, but there was no mistaking the tone, in whatever tongue the words were spoken
1342	Pride and Prejudice	Jane Austen	She resolved to give her the information herself; and therefore charged Mr
345	Dracula	Bram Stoker	When I was in my room and about to lie down, I thought I heard a whispering at my door
345	Dracula	Bram Stoker	You must struggle and strive to live, though death would seem a boon unspeakable
1342	Pride and Prejudice	Jane Austen	She was at least free from the offence of Mr
345	Dracula	Bram Stoker	But this is not altogether for the law
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	So determined was their denial that the inspector was staggered, and had almost come to believe that Mrs
345	Dracula	Bram Stoker	Then she paused, and I could hear the churning sound of her tongue as it licked her teeth and lips, and could feel the hot breath on my neck
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It was not yet three when we found ourselves in our rooms once more
345	Dracula	Bram Stoker	Oh, why must a man like that be made unhappy when there are lots of girls about who would worship the very ground he trod on
345	Dracula	Bram Stoker	Did he get his brain fever, and then write all those terrible things, or had he some cause for it all
1342	Pride and Prejudice	Jane Austen	But I wonder how long you _would_ have gone on, if you had been left to yourself
345	Dracula	Bram Stoker	Then he held the door partly open, steadying it with his knees, whilst he fitted a key to the lock
345	Dracula	Bram Stoker	When we had gone about a mile, I was tired with the heavy walking and sat down to rest
1342	Pride and Prejudice	Jane Austen	Your character was unfolded in the recital which I received many months ago from Mr
345	Dracula	Bram Stoker	It is now but very, very slight; but it is to be seen if we have eyes to notice without to prejudge
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	You must lock yourself up from him to-night
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I took a step forward
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Give him an arm back into his chair, Watson
345	Dracula	Bram Stoker	Had I known at the first what now I know--nay, had I even guess at him--one so precious life had been spared to many of us who did love her
1342	Pride and Prejudice	Jane Austen	Send back your answer as soon as you can, and be careful to write explicitly
345	Dracula	Bram Stoker	I am willing to accept
345	Dracula	Bram Stoker	If he be not at the place whither he is bound, he can only change himself at noon or at exact sunrise or sunset
345	Dracula	Bram Stoker	Can it be that there is a malign influence of the sun at periods which affects certain natures--as at times the moon does others
1342	Pride and Prejudice	Jane Austen	He addressed himself directly to Miss Bennet with a polite congratulation; Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Where were we going, and what were we to do
345	Dracula	Bram Stoker	I flew to him, for the Holy circle did not now keep me back; so did the two doctors
1342	Pride and Prejudice	Jane Austen	Bingley she had likewise seen for an instant, and in that short period saw him looking both pleased and embarrassed
1342	Pride and Prejudice	Jane Austen	had I known what I ought, what I dared to do
1342	Pride and Prejudice	Jane Austen	Darcy was eyeing him with unrestrained wonder; and when at last Mr
1342	Pride and Prejudice	Jane Austen	I understand that Mr
1342	Pride and Prejudice	Jane Austen	At such a time much might have been said, and silence was very awkward
1342	Pride and Prejudice	Jane Austen	Some people call him proud; but I am sure I never saw anything of it
345	Dracula	Bram Stoker	When we closed in on him he fought like a tiger
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I am lost without my Boswell
1342	Pride and Prejudice	Jane Austen	Bingley was to bring twelve ladies and seven gentlemen with him to the assembly
1342	Pride and Prejudice	Jane Austen	She will be married at sixteen
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It is very natural that the pledge of secrecy which we have exacted from you should have aroused your curiosity
345	Dracula	Bram Stoker	He had evidently read it, and was thinking it over as he sat with his hand to his brow
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Turner has brought in the tray I will make it clear to you
1342	Pride and Prejudice	Jane Austen	[Illustration] CHAPTER XVIII
1342	Pride and Prejudice	Jane Austen	Bingley for his kindness to Jane, with an apology for troubling him also with Lizzy
1342	Pride and Prejudice	Jane Austen	But it was not till the evening of the dance at Netherfield that I had any apprehension of his feeling a serious attachment
345	Dracula	Bram Stoker	Fear there will be some trouble, as either he or the men will do some violence
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	To me, who knew his every mood and habit, his attitude and manner told their own story
345	Dracula	Bram Stoker	Outside the air was sweet, the sun shone, and the birds sang, and it seemed as if all nature were tuned to a different pitch
1342	Pride and Prejudice	Jane Austen	Every sentence of kindness was a fresh source of happiness to Jane
345	Dracula	Bram Stoker	Through them I have come to know your great England; and to know her is to love her
345	Dracula	Bram Stoker	She did not in any way make objection, but looked at me gratefully whenever I caught her eye
345	Dracula	Bram Stoker	It contains in all some twenty acres, quite surrounded by the solid stone wall above mentioned
345	Dracula	Bram Stoker	When we came away from his room we were silent till we got back to the study
1342	Pride and Prejudice	Jane Austen	Bennet very dull for several days
1342	Pride and Prejudice	Jane Austen	Reynolds, either from pride or attachment, had evidently great pleasure in talking of her master and his sister
1342	Pride and Prejudice	Jane Austen	has she frightened away some of your lovers
11	Alice's Adventures in Wonderland	Lewis Carroll	Here one of the guinea-pigs cheered, and was immediately suppressed by the officers of the court
345	Dracula	Bram Stoker	Then he stood up and bowed
345	Dracula	Bram Stoker	Van Helsing slept in his chair a lot of the time
345	Dracula	Bram Stoker	His brows are knit; his face is drawn with pain
345	Dracula	Bram Stoker	I looked round instinctively, but could see nothing
345	Dracula	Bram Stoker	Harker that she might rest in peace
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It is, of course, a trifle, but there is nothing so important as trifles
345	Dracula	Bram Stoker	God forgive me, but the mate was right to jump overboard
1342	Pride and Prejudice	Jane Austen	Jane looked a little paler than usual, but more sedate than Elizabeth had expected
1342	Pride and Prejudice	Jane Austen	To the civil inquiries which then poured in, and amongst which she had the pleasure of distinguishing the much superior solicitude of Mr
345	Dracula	Bram Stoker	Soldier, statesman, and alchemist--which latter was the highest development of the science-knowledge of his time
1342	Pride and Prejudice	Jane Austen	Jane was beyond competition her favourite child
345	Dracula	Bram Stoker	But it is best as it is
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Holmes walked slowly round and examined each and all of them with the keenest interest
