gutenberg_id	title	author	sentence
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The Boscombe Pool is thickly wooded round, with just a fringe of grass and of reeds round the edge
345	Dracula	Bram Stoker	In a little while the Professor signalled to me, so I got up and joined him
345	Dracula	Bram Stoker	I have suffered enough to-night, God knows, without the dread of his harming you
345	Dracula	Bram Stoker	When we met at early breakfast there was more general cheerfulness than any of us had ever expected to experience again
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Sherlock Holmes was already at breakfast when I came down
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Besides, we must be prompt, for this marriage may mean a complete change in her life and habits
345	Dracula	Bram Stoker	Now we come to what the Count must have done after his arrival--_on land_, at Galatz
345	Dracula	Bram Stoker	The man who took them pressed them to his heart and bowed, and then put them in his cap
345	Dracula	Bram Stoker	The secret is here, and I do not want to know it
345	Dracula	Bram Stoker	I am thinking still, and as yet have come to no definite conclusion
345	Dracula	Bram Stoker	I looked out over the beautiful expanse, bathed in soft yellow moonlight till it was almost as light as day
1342	Pride and Prejudice	Jane Austen	You refuse to obey the claims of duty, honour, and gratitude
345	Dracula	Bram Stoker	I must put down every detail in order
1342	Pride and Prejudice	Jane Austen	Oh that I had been with you
345	Dracula	Bram Stoker	Before we parted, we discussed what our next step was to be, but we could arrive at no result
345	Dracula	Bram Stoker	The reaction came in excessive pallor as she turned imploring eyes on me
345	Dracula	Bram Stoker	It might be done if there were only a sufficient cause
345	Dracula	Bram Stoker	Jonathan knelt behind him and the wounded man laid back his head on his shoulder
345	Dracula	Bram Stoker	I, who have read your so sweet letter to poor Lucy of your marriage and your trust, not know you
1342	Pride and Prejudice	Jane Austen	Well, if they can be easy with an estate that is not lawfully their own, so much the better
1342	Pride and Prejudice	Jane Austen	It is done, however, and it was done for the best
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	So were the tinted spectacles and the curious voice, which both hinted at a disguise, as did the bushy whiskers
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The lining had been of red silk, but was a good deal discoloured
345	Dracula	Bram Stoker	He is cunning, as I know from Mr
1342	Pride and Prejudice	Jane Austen	Stay, stay, I will go myself
1342	Pride and Prejudice	Jane Austen	I am sorry to say it of them, but so it is
1342	Pride and Prejudice	Jane Austen	We passed each other several times
1342	Pride and Prejudice	Jane Austen	It has been most unconsciously done, however, and I hope will be of short duration
345	Dracula	Bram Stoker	It was odd to notice that by common consent we had all put on black clothes
345	Dracula	Bram Stoker	It was so near the time of starting that I had no time to ask any one else, for it was all very mysterious and not by any means comforting
1342	Pride and Prejudice	Jane Austen	I have known him too long and too well to be a fair judge
1342	Pride and Prejudice	Jane Austen	Elizabeth was in agonies
345	Dracula	Bram Stoker	But that is gone; and we must so work, that other poor souls perish not, whilst we can save
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	We have had some skirmishes, but we had never set eyes upon each other before
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	In the first place, we may start with a strong presumption that Colonel Openshaw had some very strong reason for leaving America
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Ferguson remained outside, and the colonel ushered me in
345	Dracula	Bram Stoker	Suddenly, away on our left, I saw a faint flickering blue flame
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Well, he has always answered me like that
345	Dracula	Bram Stoker	All was in dead, grim silence only that the horses whinnied and cowered, as if in terror of the worst
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I shall look into the matter between this and then
1342	Pride and Prejudice	Jane Austen	I did not know before that I had _two_ daughters on the brink of matrimony
1342	Pride and Prejudice	Jane Austen	Bennet: one communication would, therefore, do for all
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	laws alone swamp our small staff
345	Dracula	Bram Stoker	But he cannot flourish without this diet; he eat not as others
345	Dracula	Bram Stoker	After a while, finding no response, I knocked and rang again; still no answer
345	Dracula	Bram Stoker	It may have been that his breath was rank, but a horrible feeling of nausea came over me, which, do what I would, I could not conceal
345	Dracula	Bram Stoker	Then the beautiful eyes of the fair woman open and look love, and the voluptuous mouth present to a kiss--and man is weak
1342	Pride and Prejudice	Jane Austen	You could scarcely escape discredit and misery
1342	Pride and Prejudice	Jane Austen	When my niece Georgiana went to Ramsgate last summer, I made a point of her having two men-servants go with her
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Then he passed his handkerchief over his brow, set his lips tight, and turned his face towards us
345	Dracula	Bram Stoker	The coastguard ran aft, and when he came beside the wheel, bent over to examine it, and recoiled at once as though under some sudden emotion
345	Dracula	Bram Stoker	So I can finish this diary; and God only knows if I shall ever begin another
1342	Pride and Prejudice	Jane Austen	Bennet could have no hesitation in acceding to the proposal before him
345	Dracula	Bram Stoker	I feared to wake her mother, who has been more than usually ill lately, so threw on some clothes and got ready to look for her
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He came back alone, for Lestrade was staying in lodgings in the town
11	Alice's Adventures in Wonderland	Lewis Carroll	I gave her one, they gave him two, You gave us three or more; They all returned from him to you, Though they were mine before
345	Dracula	Bram Stoker	The original vendors are the executors of the late Mr
11	Alice's Adventures in Wonderland	Lewis Carroll	Who ever saw one that size
1342	Pride and Prejudice	Jane Austen	Is this your gratitude for my attentions to you last spring
345	Dracula	Bram Stoker	He doubted me when I took him from her kiss when she was dying
1342	Pride and Prejudice	Jane Austen	Lady Catherine rose also, and they turned back
345	Dracula	Bram Stoker	Alas, but that sentence is a puddle; is it not
345	Dracula	Bram Stoker	Then the mountains seemed to come nearer to us on each side and to frown down upon us; we were entering on the Borgo Pass
1342	Pride and Prejudice	Jane Austen	Elizabeth was excessively disappointed: she had set her heart on seeing the Lakes; and still thought there might have been time enough
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	They spoke of those hours of burrowing
1342	Pride and Prejudice	Jane Austen	In society so superior to what she had generally known, her improvement was great
1342	Pride and Prejudice	Jane Austen	We now come to the point
345	Dracula	Bram Stoker	Forgive me that I make you so much pain, but it is necessary
1342	Pride and Prejudice	Jane Austen	It would be dreadful
345	Dracula	Bram Stoker	Whilst I live on here there is but one thing to hope for, that I may not go mad, if, indeed, I be not mad already
345	Dracula	Bram Stoker	He has not forgotten you or what he owes to you
345	Dracula	Bram Stoker	It seemed a little uncanny to me, and I listened to her breathlessly
345	Dracula	Bram Stoker	Again I waked with a sense of guilt and of time passed, and found Madam Mina still sleeping, and the sun low down
1342	Pride and Prejudice	Jane Austen	She danced four dances with him at Meryton; she saw him one morning at his own house, and has since dined in company with him four times
345	Dracula	Bram Stoker	I asked him if that was all; he replied that it was all he heard
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	But there I was firm
1342	Pride and Prejudice	Jane Austen	I told my sister Philips so the other day
345	Dracula	Bram Stoker	And oh, my dear, if it is to be that I must meet death at any hand, let it be at the hand of him that loves me best
345	Dracula	Bram Stoker	And yet you saw how she thanked me, with her so beautiful dying eyes, her voice, too, so weak, and she kiss my rough old hand and bless me
345	Dracula	Bram Stoker	He is usually respectful to the attendant and at times servile; but to-night, the man tells me, he was quite haughty
345	Dracula	Bram Stoker	How was it that all the people at Bistritz and on the coach had some terrible fear for me
345	Dracula	Bram Stoker	We sat late, and talked it all over
1342	Pride and Prejudice	Jane Austen	Darcy is not so well worth listening to as his friend, is he
345	Dracula	Bram Stoker	no telling to others that make so inquisitive questions
345	Dracula	Bram Stoker	Seward, that you hardly apprehend my wish
345	Dracula	Bram Stoker	He ask no person; he choose no time of suitability
1342	Pride and Prejudice	Jane Austen	Jane had sent Caroline an early answer to her letter, and was counting the days till she might reasonably hope to hear again
1342	Pride and Prejudice	Jane Austen	Darcy could not have
1342	Pride and Prejudice	Jane Austen	Lydia left a few lines for his wife, informing her of their intention
345	Dracula	Bram Stoker	We closed the door behind us, lest when we should have lit our lamps we should possibly attract attention from the road
11	Alice's Adventures in Wonderland	Lewis Carroll	Oh my fur and whiskers
1342	Pride and Prejudice	Jane Austen	Had she found Jane in any apparent danger, Mrs
345	Dracula	Bram Stoker	But there is no possible way
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I could, however, see that his face was deadly pale and filled with horror and loathing
345	Dracula	Bram Stoker	This he knows, and will not
1342	Pride and Prejudice	Jane Austen	Such doings discomposed Mr
345	Dracula	Bram Stoker	We are trying to do our duty in a very sad and terrible case; we can only do as we deem best
